zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,Gender
0.213709165,0.012751219,2.816095123,0.290892842,0.220831066,1.263105651,0.00693591,0.305905797,-27.79022851,1.308766596,-0.605583146,-0.2573831,-0.013692174,-0.062012195,-0.119977804,-0.145745389,-0.132346144,-0.38635678,-0.276388089,-0.349261912,-0.262702092,0.030037429,0.014820943,0.029135592,0.025570521,0.013400319,0.0062017,0.005812781,0.00593872,0.010380117,0.005671106,0.007173567,0.003820099,0.022858298,female
0.248748436,0.010101921,2.781959668,0.315313774,0.223658886,1.405100978,0.006433572,0.362244318,-27.41665096,1.250758628,-0.524900576,-0.461765291,0.041738046,-0.065918064,-0.089925604,-0.16511536,-0.075021172,-0.29671348,-0.212215731,-0.336166726,-0.243528238,0.019074028,0.012233887,0.02239219,0.017920198,0.008566392,0.006856739,0.011617557,0.004436062,0.010613166,0.004469572,0.012227214,0.008258304,0.015401022,female
0.197109367,0.020130179,2.81500791,0.291806907,0.231910942,1.195483485,0.007587769,0.3259375,-27.25694941,1.438491721,-0.210039857,-0.45409455,0.037140101,-0.1256341,-0.095239676,-0.124732857,-0.180026425,-0.299380923,-0.292847584,-0.310580085,-0.229930689,0.024464881,0.006566219,0.034075265,0.029158681,0.018475402,0.012246564,0.012894321,0.002992999,0.007329984,0.00435894,0.012146366,0.005324304,0.024542955,female
0.151101575,0.008361061,2.825312762,0.235282591,0.209360985,1.202235932,0.006616708,0.251964286,-27.59137488,1.592984397,-0.857451834,0.158165095,-0.143651881,-0.047039689,-0.08192681,-0.351729,-0.13870291,-0.309229494,-0.265847284,-0.423962483,-0.427989004,0.019998361,0.009564046,0.050429786,0.032102688,0.007813832,0.005561067,0.011166562,0.011807613,0.011000513,0.005069414,0.009203278,0.00393363,0.02322307,female
0.209186115,0.011432042,2.656383486,0.288155385,0.224164107,1.290557197,0.006041566,0.311930147,-28.1140934,1.057111605,-0.356269003,-0.592125809,-0.038596327,0.006952425,-0.254030275,-0.144613889,-0.140696917,-0.350647079,-0.327849885,-0.382170247,-0.235891523,0.021146405,0.009285799,0.0355173,0.041122492,0.009529214,0.004643143,0.009455557,0.007007926,0.009576286,0.007864582,0.009278579,0.003335646,0.023723269,female
0.232035327,0.008204414,2.765248675,0.297660825,0.229544416,1.365592355,0.006532113,0.348891509,-28.46354621,1.348423891,-0.546322828,-0.409784968,-0.082375227,0.008064211,-0.143936965,-0.062506984,-0.15625539,-0.322755538,-0.314606572,-0.24885523,-0.161068308,0.012434087,0.012754386,0.027806516,0.01776541,0.021645602,0.009978469,0.010671196,0.004143714,0.007663217,0.005558457,0.010145669,0.004430834,0.017281389,female
0.185888389,0.011664322,2.993057594,0.288754389,0.220893729,1.264506638,0.007448647,0.322446809,-29.05149845,1.329686731,-0.655648655,-0.595889436,-0.008942831,-0.19452186,-0.193195729,-0.139022545,-0.15116826,-0.172764685,-0.1622543,-0.094700606,-0.088751943,0.020258705,0.009248163,0.018026475,0.01426619,0.010595261,0.020639816,0.017824592,0.006285112,0.00809994,0.00632245,0.023467231,0.010626869,0.023541108,female
0.161215671,0.018531795,2.816158543,0.259284974,0.213313693,1.269796956,0.00664772,0.286745283,-26.86779429,1.250663648,-1.051498216,-0.354444392,-0.108536151,-0.065878991,-0.142344162,-0.194785238,-0.06272211,-0.240176671,-0.121258032,-0.175669784,-0.090183389,0.016111834,0.013230664,0.013617351,0.00971929,0.011739277,0.015677534,0.016675895,0.003307478,0.007833342,0.006587477,0.021897655,0.012398722,0.017875134,female
0.239307755,0.012714095,2.770006575,0.312359486,0.229232569,1.347320091,0.008293614,0.357341954,-28.33276016,1.359756027,-0.82293191,-0.57886801,-0.089727853,-0.146470683,-0.151471357,-0.164988219,-0.168356576,-0.258220092,-0.129927212,-0.209693366,-0.001045417,0.010754805,0.006741591,0.014834595,0.015589448,0.025772005,0.012500614,0.008615228,0.002970481,0.006559948,0.011446811,0.01857564,0.00838233,0.019005463,female
0.197277847,0.029399809,2.781630383,0.297822304,0.232416281,1.521864349,0.005709635,0.374791667,-27.39397973,1.11624075,-0.665999719,-0.512711375,-0.097333961,0.158208049,-0.210613097,-0.051690719,-0.139768696,-0.231440399,-0.142492773,-0.040843267,0.102673754,0.008001315,0.008261546,0.014169279,0.014807193,0.018955343,0.021078199,0.018848324,0.007084289,0.005050309,0.006015998,0.019415931,0.012489547,0.016991644,female
0.248176382,0.013470515,2.811859505,0.323559523,0.240396899,1.283297244,0.00738598,0.370984848,-27.61700033,1.685837811,-0.633321417,-0.579370993,-0.131907853,-0.129079413,-0.103037908,-0.08700957,-0.023203478,-0.14831281,-0.028608118,-0.145993011,-0.097590106,0.02101494,0.0086624,0.010515575,0.007915527,0.010902859,0.009139114,0.017127802,0.004120059,0.005369488,0.020625563,0.022546013,0.012480713,0.019013247,female
0.204966473,0.014621639,2.780930896,0.287244742,0.225316271,1.152349399,0.007867507,0.300016556,-27.62521572,1.531301635,-1.051867978,-0.607870432,-0.055983948,-0.152716902,-0.096447587,-0.195646225,-0.256402664,-0.301928018,-0.12899054,-0.103195239,0.027021906,0.015014439,0.011763219,0.01654028,0.019578362,0.019957522,0.013081905,0.013104948,0.008259688,0.009781659,0.008699549,0.010400171,0.004105529,0.019478226,female
0.214313945,0.016502077,2.92230205,0.292483623,0.222784814,1.351226281,0.007708547,0.356732456,-28.53817206,1.540918303,-1.073910925,-0.515401795,0.06301412,-0.176776528,-0.074462811,-0.12281652,-0.141048237,-0.258629298,-0.11603102,-0.022993015,5.76E-05,0.011582417,0.009718219,0.015235386,0.010191351,0.012603489,0.019432548,0.019155378,0.005280231,0.008751971,0.007374741,0.015595854,0.006503132,0.016934647,female
0.166492838,0.018575121,2.771416484,0.259632818,0.223598505,1.129797447,0.009307078,0.295208333,-28.00688292,1.828554663,-1.125976276,-0.60156118,-0.097411488,-0.082495922,-0.012439952,-0.084120848,-0.117916022,-0.306929679,-0.261615494,-0.269232665,-0.091373979,0.013785665,0.016376345,0.024893113,0.025974432,0.015257111,0.012370565,0.008719357,0.008286091,0.008251849,0.006919123,0.012283422,0.005348718,0.020270984,female
0.204389259,0.010389641,2.689914447,0.286848725,0.226875981,1.352250025,0.006603431,0.319627193,-28.84934938,1.121573241,-0.994907538,-0.425689747,-0.026553982,-0.09277503,-0.091374848,-0.165923117,-0.190273606,-0.358344665,-0.182391091,-0.138072546,0.02198886,0.014227565,0.007030479,0.015959257,0.01232901,0.016429267,0.018597034,0.013084715,0.007796891,0.004429932,0.006749296,0.015478074,0.007882814,0.016675142,female
0.169947836,0.011302575,2.829303211,0.269729424,0.227986819,1.104468121,0.008144996,0.295547445,-28.78353724,1.709620984,-0.685935777,-0.635338596,-0.028390593,-0.16726949,-0.060318183,-0.05291399,-0.0664422,-0.159183802,-0.182931532,-0.281146788,-0.265767954,0.031130748,0.014863021,0.022268567,0.011515676,0.008216161,0.010219373,0.015167112,0.005979474,0.009463142,0.008923176,0.017264606,0.01176531,0.020348016,female
